,岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位,工作职位1,公司名称1,专业1,学校1,学校层次1,职位名1,组织名1,项目名称1
5660,418,0,0,0,1195,547,10,0,0,0,1,1170,19,12,0,0,0,1297,974,3,0,0,0
5661,418,1,917,2809,1,445,3,0,0,0,1,417,19,15,196,0,0,0,0,0,0,0,0
5662,418,2,1,2244,1457,504,12,0,0,0,3,6576,15,7,0,1,3535,1457,510,10,0,0,6603
5663,517,0,0,0,822,425,11,4,1,933,0,0,6,28,0,0,0,279,719,3,24,1576,0
5664,519,0,0,0,1195,306,11,0,0,0,3,2283,0,17,0,0,0,1275,156,3,0,0,5574
5665,516,0,0,0,1195,655,11,0,0,0,0,0,18,8,0,0,0,1297,1163,10,0,0,0
5666,516,1,2320,1059,1195,1156,11,0,0,0,4,5421,22,5,0,0,0,1297,387,3,0,0,4522
5667,328,0,0,0,751,427,10,0,0,0,3,10118,18,7,0,0,0,1227,776,3,0,0,9647
5668,427,1,1268,2628,383,904,10,1,606,1946,0,0,8,12,500,0,0,383,904,10,0,0,0
5669,418,0,0,0,1,12,11,0,0,0,2,3766,20,4,0,0,0,1205,12,11,0,0,9172
5670,519,1,1,2208,1275,400,11,0,0,0,2,2908,0,8,0,0,0,1275,400,11,0,0,11640
5671,418,0,0,0,1205,1163,10,2,1,448,2,9564,38,12,0,0,0,1244,1163,10,734,471,6872
5672,519,1,1034,3258,137,644,10,1,137,199,4,10448,11,4,69,0,0,1296,865,10,0,0,7020
5673,418,2,1,1456,1297,498,10,0,0,0,2,11733,34,8,696,2102,1863,1297,498,10,0,0,6430
5674,331,0,0,0,1296,145,3,0,0,0,2,1208,17,0,191,0,0,1296,711,3,0,0,5893
5675,430,2,1627,1241,368,249,10,3,1,11,0,0,0,6,0,1203,1234,0,0,0,606,2241,0
5676,412,1,1,615,378,118,3,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0
5677,412,3,515,2900,1905,866,10,0,0,0,0,0,5,8,0,1387,2921,916,866,10,0,0,0
5678,328,1,1220,2137,1286,1059,12,0,0,0,3,4299,32,2,0,0,0,1297,12,11,0,0,3977
5679,328,0,0,0,1296,548,11,0,0,0,5,4881,18,3,220,0,0,1380,445,3,0,0,10261
5680,331,1,2117,1456,1297,171,10,1,1,503,2,7232,0,5,0,0,0,0,0,0,0,0,2624
5681,328,1,1,1456,1226,1182,8,0,0,0,1,6285,29,13,532,0,0,1227,901,10,0,0,0
5682,418,0,0,0,1296,12,11,0,0,0,2,3570,39,3,220,0,0,1297,547,10,0,0,1482
5683,517,1,1658,45,1518,171,10,0,0,0,2,3900,16,3,0,0,0,1265,171,10,0,0,2942
5684,519,0,0,0,1680,909,5,0,0,0,0,0,0,11,0,0,0,1680,909,5,0,0,0
5685,418,1,1356,1456,1457,171,10,0,0,0,2,2415,17,8,0,0,0,1205,171,10,0,0,3578
5686,342,2,1155,3113,1297,186,3,1,1,1560,2,8125,38,3,0,1155,2967,123,948,11,0,0,2961
5687,340,1,2406,3981,1296,404,10,2,84,904,3,9548,22,10,0,0,0,354,284,3,441,670,9502
5688,517,1,1,2876,1296,1156,11,0,0,0,5,1273,5,12,0,0,0,1296,1156,11,0,0,8585
5689,418,2,1034,1815,1226,400,11,0,0,0,3,6597,15,12,704,2113,1623,1072,177,11,0,0,6091
5690,418,1,1034,3798,1297,381,10,0,0,0,2,12148,17,5,21,0,0,380,1025,3,0,0,10545
5691,418,2,1356,3063,1297,909,5,0,0,0,0,0,22,0,220,1029,4113,1296,590,10,0,0,0
5692,412,2,890,3465,277,285,3,3,606,1415,2,2440,4,7,0,1490,2870,1,640,3,606,288,2599
5693,519,1,1,2642,605,91,12,2,1,2634,4,10638,9,4,172,0,0,1831,376,11,1,845,10254
5694,417,6,762,4479,536,1046,12,0,0,0,3,9485,4,2,0,762,3690,1,299,12,0,0,8250
5695,418,0,0,0,1226,171,10,0,0,0,3,9323,24,15,722,0,0,1226,174,3,0,0,3874
5696,335,0,0,0,248,1174,12,1,509,2477,3,1526,25,11,0,0,0,248,1163,10,0,0,8287
5697,518,1,1034,1459,1635,212,9,0,0,0,3,2636,17,0,67,0,0,288,212,9,0,0,3107
5698,418,0,0,0,1296,590,10,0,0,0,1,4961,41,5,722,0,0,1297,711,3,0,0,0
5699,519,0,0,0,1680,909,5,0,0,0,0,0,0,11,0,0,0,1680,909,5,0,0,0
5700,517,0,0,0,1297,396,11,0,0,0,0,0,45,0,0,0,0,1297,1012,8,0,0,0
5701,328,0,0,0,1296,630,11,0,0,0,1,4415,10,7,631,0,0,1789,630,11,0,0,0
5702,332,0,0,0,1195,12,11,0,0,0,2,217,20,1,0,0,0,1195,103,3,0,0,5360
5703,328,2,1,1247,1,376,11,0,0,0,2,9734,22,10,0,1,697,1,283,3,0,0,9739
5704,328,0,0,0,1205,12,11,0,0,0,2,12348,30,4,625,0,0,1205,12,11,0,0,5692
5705,519,0,0,0,1454,235,12,0,0,0,2,4693,10,6,480,0,0,1275,1008,12,0,0,5699
5706,412,0,0,0,293,909,5,2,1,1958,0,0,9,11,0,0,0,1260,899,12,1,1935,0
5707,430,1,39,4538,297,969,10,1,509,2236,1,1144,2,4,0,0,0,1195,687,1,0,0,0
5708,516,0,0,0,1296,1091,10,0,0,0,2,11586,18,2,15,0,0,1784,1093,1,0,0,539
5709,519,1,241,1684,1296,548,11,0,0,0,2,8683,3,11,0,0,0,1296,548,11,0,0,4114
5710,519,1,241,1017,1296,474,10,1,711,1032,3,12636,4,5,0,0,0,1293,474,10,0,0,12504
5711,519,1,2216,291,1539,376,11,0,0,0,4,5651,7,12,0,0,0,1266,376,11,0,0,5102
5712,328,0,0,0,1457,1163,10,0,0,0,2,3925,35,0,614,0,0,1195,1163,10,0,0,6281
5713,516,1,2264,1456,1296,396,11,0,0,0,2,10050,16,9,0,0,0,1297,686,3,0,0,5304
5714,418,0,0,0,1195,604,11,0,0,0,3,8985,32,8,738,0,0,1195,173,3,0,0,5501
5715,516,1,1830,408,1,365,11,0,0,0,2,2381,21,1,0,0,0,1297,408,10,0,0,9205
5716,519,2,1644,397,1195,434,5,0,0,0,1,3122,7,7,489,1644,378,1297,715,11,0,0,0
5717,328,0,0,0,734,447,10,0,0,0,2,12391,14,5,0,0,0,1227,604,11,0,0,9788
5718,418,0,0,0,1297,581,11,2,169,2560,2,1110,26,13,0,0,0,1297,581,11,388,2562,6639
5719,516,0,0,0,1784,1091,10,0,0,0,2,5204,11,2,0,0,0,1297,1139,3,0,0,5343
5720,328,1,2370,842,1297,491,10,0,0,0,2,2348,22,11,591,0,0,1203,1042,8,0,0,8783
5721,331,0,0,0,1296,365,11,0,0,0,3,1474,23,2,0,0,0,1290,173,3,0,0,5390
5722,328,0,0,0,1,909,5,0,0,0,5,9948,4,15,0,0,0,1,911,12,0,0,7151
5723,516,1,2312,311,1296,1012,8,0,0,0,7,8254,2,0,0,0,0,361,590,10,0,0,11911
5724,517,1,1988,357,1297,1182,8,0,0,0,3,10228,10,16,0,0,0,1189,1182,8,0,0,3412
5725,516,3,241,136,1204,958,11,0,0,0,0,0,0,0,0,241,4537,1296,958,11,0,0,0
5726,328,2,754,1872,1195,980,11,0,0,0,3,6285,30,7,614,485,515,1195,948,11,0,0,6744
5727,347,0,0,0,623,599,3,0,0,0,0,0,16,15,0,0,0,623,599,3,0,0,0
5728,430,5,667,4424,384,425,11,1,734,2383,2,12080,10,14,0,197,2153,384,1149,10,0,0,7101
5729,516,3,1,2363,316,1201,8,0,0,0,1,12019,5,7,0,1,4227,315,1201,8,0,0,0
5730,328,3,1,1218,1296,445,3,0,0,0,1,3758,78,14,0,1050,3953,1351,445,3,0,0,0
5731,516,0,0,0,1865,1053,8,0,0,0,0,0,0,6,0,0,0,1296,548,11,0,0,0
5732,418,1,1,1499,1195,434,5,0,0,0,2,1553,23,7,223,0,0,1198,1186,3,0,0,12015
5733,328,1,1053,2374,1195,915,12,0,0,0,2,7809,17,0,0,0,0,1290,476,10,0,0,93
5734,418,2,1014,2374,1195,1146,10,0,0,0,3,6858,33,12,0,2142,4464,1296,1146,10,0,0,3386
5735,331,0,0,0,1519,12,11,0,0,0,2,8314,24,5,0,0,0,1265,12,11,0,0,2549
5736,516,1,1833,1698,1275,400,11,0,0,0,4,9893,17,4,0,0,0,1265,400,11,0,0,3902
5737,331,0,0,0,1296,986,3,0,0,0,2,9599,10,6,196,0,0,1195,100,3,0,0,9600
5738,427,3,1268,607,379,26,10,2,359,2608,0,0,3,22,0,1268,3319,379,26,10,692,213,0
5739,328,0,0,0,1195,40,10,0,0,0,2,6524,21,4,614,0,0,1195,976,3,0,0,4648
5740,519,1,2248,1425,1297,909,5,0,0,0,0,0,20,2,473,0,0,1195,368,1,0,0,0
5741,516,1,70,1230,1296,69,8,0,0,0,2,2120,13,1,0,0,0,1296,69,8,0,0,2119
5742,519,0,0,0,1,177,11,0,0,0,3,4358,9,7,0,0,0,1195,177,11,0,0,3201
5743,516,0,0,0,1296,1182,8,0,0,0,2,3434,3,10,67,0,0,1804,1182,8,0,0,11129
5744,418,1,569,1453,1936,510,10,0,0,0,1,12217,44,0,607,0,0,0,0,0,0,0,0
5745,418,1,1,1815,1296,1091,10,0,0,0,1,5398,31,2,49,0,0,1209,901,10,0,0,0
5746,342,2,1145,2478,1348,980,11,0,0,0,2,5363,5,9,122,1,3936,277,715,11,0,0,5548
5747,519,0,0,0,1205,12,11,0,0,0,2,2237,12,26,0,0,0,1205,12,11,0,0,11873
5748,430,0,0,0,372,680,10,7,700,1316,0,0,10,5,0,0,0,0,0,0,522,1459,0
5749,519,2,1989,357,1192,212,9,0,0,0,3,9222,4,8,0,1989,1453,1192,212,9,0,0,1605
5750,418,3,1,2666,1296,40,10,0,0,0,3,12058,19,4,207,1,3937,0,0,0,0,0,12836
5751,328,0,0,0,928,1163,10,0,0,0,3,12342,10,12,522,0,0,1192,1163,10,0,0,5591
5752,418,0,0,0,1457,1163,10,0,0,0,0,0,22,9,722,0,0,1192,644,10,0,0,0
5753,328,3,1,4134,1296,1156,11,0,0,0,0,0,8,0,0,1,1325,1296,1156,11,0,0,0
5754,418,0,0,0,1226,338,3,0,0,0,2,3627,24,16,733,0,0,1195,145,3,0,0,803
5755,517,1,241,3723,1296,1182,8,0,0,0,1,1124,3,10,0,0,0,664,1182,8,0,0,0
5756,517,0,0,0,248,1163,10,1,65,1744,1,3698,16,12,0,0,0,1293,1163,10,0,0,0
5757,328,0,0,0,1225,547,10,0,0,0,2,11896,28,8,603,0,0,762,866,10,0,0,6072
5758,418,0,0,0,1296,1163,10,0,0,0,2,3040,33,9,722,0,0,1296,1163,10,0,0,11157
5759,328,0,0,0,173,550,12,0,0,0,3,10095,28,14,0,0,0,1283,548,11,0,0,6285
5760,418,0,0,0,1195,69,8,0,0,0,1,3540,28,4,23,0,0,1198,680,10,0,0,0
5761,418,1,2354,2600,1195,482,9,0,0,0,1,8809,21,0,215,0,0,1189,1007,10,0,0,0
5762,347,3,1247,1326,0,0,0,6,500,2576,2,423,0,16,0,851,587,0,0,0,1,714,5412
5763,347,0,0,0,70,1230,12,0,0,0,2,12771,12,4,0,0,0,1736,1063,3,0,0,12695
5764,519,0,0,0,1457,12,11,0,0,0,3,2659,2,10,67,0,0,1195,12,11,0,0,104
5765,418,1,1,3532,1203,1042,8,0,0,0,3,3713,30,2,0,0,0,1297,491,10,0,0,12269
5766,519,0,0,0,1226,212,9,2,685,317,4,1426,0,14,0,0,0,1225,212,9,376,2345,2979
5767,328,1,2102,2727,1296,376,11,3,123,140,3,6069,12,7,0,0,0,1296,376,11,451,1112,4123
5768,340,2,1569,3846,940,1125,8,1,1,585,1,11995,11,2,0,1523,297,1328,212,9,0,0,0
5769,340,3,575,3955,785,85,8,1,384,1184,0,0,10,9,334,2275,407,1225,577,11,0,0,0
5770,516,2,2313,1815,123,514,11,0,0,0,3,8164,19,6,0,2313,1884,1,708,12,0,0,7033
5771,328,2,1720,1456,1297,154,10,0,0,0,2,11854,15,6,0,569,1729,0,0,0,0,0,5891
5772,519,5,1,4287,1296,471,11,0,0,0,0,0,0,7,0,241,2374,1195,471,11,0,0,0
5773,418,0,0,0,1296,1166,3,0,0,0,3,7351,18,8,722,0,0,0,0,0,0,0,8724
5774,430,1,1627,2593,378,715,11,2,1,1749,0,0,10,0,383,0,0,0,0,0,44,422,0
5775,516,1,1391,1836,1187,406,3,0,0,0,4,12021,7,6,0,0,0,1296,581,11,0,0,10703
5776,344,4,1420,3989,378,482,9,0,0,0,1,2590,7,14,0,740,2594,380,1182,8,0,0,0
5777,418,1,2102,955,1195,715,11,0,0,0,2,2920,14,3,0,0,0,1275,306,11,0,0,8123
5778,412,2,915,4031,1469,590,10,2,123,1688,0,0,4,5,280,1,1180,0,0,0,103,1222,0
5779,332,1,1317,1228,1275,1166,3,0,0,0,4,1528,26,3,288,0,0,1195,1166,3,0,0,2250
5780,418,1,2113,1456,1297,434,5,0,0,0,4,12975,23,4,732,0,0,0,0,0,0,0,6130
5781,517,1,1,2969,1232,577,11,0,0,0,1,10680,9,7,0,0,0,1232,952,11,0,0,0
5782,406,2,1028,1981,123,1182,8,1,1,2638,1,6641,32,4,0,2112,2656,1296,1182,8,0,0,0
5783,519,1,1,1682,2008,635,12,0,0,0,3,1577,10,7,451,0,0,2012,635,12,0,0,10300
5784,519,0,0,0,1837,1163,10,4,168,2442,0,0,27,0,0,0,0,1296,1163,10,1,245,0
5785,335,0,0,0,1649,427,10,1,5,1736,3,6004,17,11,0,0,0,1205,427,10,0,0,5999
5786,331,1,924,1272,1029,212,9,1,138,584,3,11860,13,3,0,0,0,0,0,0,0,0,12707
5787,324,1,1812,2050,1296,919,3,0,0,0,4,7341,33,7,656,0,0,1244,447,10,0,0,7181
5788,518,1,249,1456,1296,451,12,0,0,0,2,6539,12,4,652,0,0,1296,447,10,0,0,4477
5789,342,0,0,0,859,948,11,1,367,1669,3,3580,23,4,143,0,0,1784,721,3,0,0,8124
5790,418,1,1,2074,1296,680,10,0,0,0,3,6217,71,9,0,0,0,354,194,3,0,0,6631
5791,328,0,0,0,1195,376,11,0,0,0,4,10396,56,13,603,0,0,1275,376,11,0,0,10465
5792,328,1,2521,3693,248,1163,10,0,0,0,2,11909,42,4,0,0,0,1192,72,8,0,0,8363
5793,331,0,0,0,1297,12,11,0,0,0,2,2411,14,6,184,0,0,1288,12,11,0,0,6470
5794,519,1,249,808,130,427,10,0,0,0,2,12399,22,22,0,0,0,1192,427,10,0,0,10368
5795,412,2,1203,2311,1,1049,8,4,172,2007,0,0,9,0,0,1203,3495,448,628,8,733,1351,0
5796,418,2,2117,1456,1297,482,9,0,0,0,1,11674,20,1,0,2380,1713,1297,411,3,0,0,0
5797,430,2,411,1232,1759,434,5,3,143,972,0,0,13,10,380,1605,1815,1759,215,3,521,974,0
5798,418,2,970,297,278,847,9,1,434,470,1,11398,4,0,0,582,3015,277,860,10,0,0,0
5799,430,1,1791,1973,1565,249,10,1,635,626,0,0,10,2,379,0,0,0,0,0,0,0,0
5800,418,0,0,0,1195,1091,10,0,0,0,2,2473,45,5,0,0,0,1195,1127,12,0,0,10961
5801,519,1,204,2642,1296,851,12,1,1,1756,3,1711,0,5,0,0,0,0,0,0,0,0,9091
5802,517,0,0,0,1195,814,12,0,0,0,2,11142,9,15,0,0,0,1195,1156,11,0,0,224
5803,418,0,0,0,1195,498,10,3,133,453,1,290,25,0,728,0,0,1275,171,10,140,391,0
5804,519,2,660,2299,1204,365,11,0,0,0,3,2755,6,11,0,660,3891,1275,365,11,0,0,11204
5805,417,3,2079,2508,2006,120,8,0,0,0,3,10304,22,11,0,1637,642,1296,986,3,0,0,1125
5806,340,3,1519,2893,481,434,5,2,388,975,2,8289,9,13,0,1519,2374,361,177,11,221,536,2581
5807,418,1,1034,1106,1297,434,5,0,0,0,2,1377,15,10,0,0,0,1296,171,10,0,0,2204
5808,332,0,0,0,1195,655,11,0,0,0,2,191,52,17,0,0,0,1275,711,3,0,0,9497
5809,517,0,0,0,56,909,5,0,0,0,2,9964,12,13,0,0,0,1195,680,10,0,0,5806
5810,430,4,1482,3858,945,790,12,2,249,2059,2,9305,0,4,0,1752,3857,867,970,11,1,2060,9306
5811,406,2,262,2403,649,532,8,0,0,0,1,12612,17,0,0,552,4374,0,0,0,0,0,0
5812,326,0,0,0,1195,352,11,0,0,0,2,5380,14,7,0,0,0,1194,352,11,0,0,4490
5813,517,3,1,3967,208,471,11,0,0,0,1,4592,4,10,0,1,2103,1296,1012,8,0,0,0
5814,418,0,0,0,1296,478,10,0,0,0,1,8023,24,0,0,0,0,0,0,0,0,0,0
5815,331,1,919,733,1296,1147,10,0,0,0,3,8994,17,12,0,0,0,615,217,3,0,0,12051
5816,516,2,1206,4449,1,1252,12,0,0,0,0,0,0,5,0,1210,2588,1,212,9,0,0,0
5817,328,1,2519,3875,1296,13,12,0,0,0,4,101,43,14,0,0,0,1296,1062,3,0,0,12921
5818,417,3,128,1815,1345,394,10,2,701,1138,1,1084,9,8,0,777,120,448,394,10,509,2308,0
5819,418,2,558,357,244,572,8,0,0,0,8,5881,13,0,0,147,1100,1237,212,9,0,0,12894
5820,418,1,249,4032,1195,1091,10,0,0,0,2,11701,32,9,704,0,0,1205,1091,10,0,0,6167
5821,418,0,0,0,1296,590,10,0,0,0,2,928,16,10,706,0,0,1297,283,3,0,0,929
5822,430,1,1627,1388,868,991,10,1,1,630,0,0,5,0,0,0,0,0,0,0,0,0,0
5823,418,0,0,0,280,171,10,0,0,0,2,492,13,0,0,0,0,0,0,0,0,0,9714
5824,328,1,790,3846,1876,482,9,0,0,0,2,6163,11,4,0,0,0,1189,212,9,0,0,6347
5825,418,1,1,4014,1217,478,10,0,0,0,2,11486,48,0,0,0,0,1217,478,10,0,0,2156
5826,418,1,217,2374,1476,841,10,0,0,0,1,11374,26,8,56,0,0,1205,841,10,0,0,0
5827,516,0,0,0,1702,1182,8,0,0,0,2,5545,11,7,0,0,0,1279,1182,8,0,0,2686
5828,516,1,907,219,1802,686,3,2,162,1631,4,11163,54,4,760,0,0,1,686,3,162,1495,11160
5829,331,1,1,4250,1296,445,3,0,0,0,2,4481,21,6,188,0,0,1297,682,3,0,0,5521
5830,331,1,925,2119,1297,986,3,1,1,1513,4,1880,19,4,0,0,0,0,0,0,0,0,9622
5831,519,1,1,700,777,1012,8,2,713,1853,4,4536,10,8,0,0,0,1274,1012,8,353,1864,5826
5832,340,3,1516,389,560,957,10,0,0,0,2,702,9,17,0,1687,2941,532,1091,10,0,0,909
5833,418,0,0,0,1195,447,10,0,0,0,4,11166,42,6,223,0,0,1275,900,10,0,0,6570
5834,340,0,0,0,1956,630,11,2,386,2563,3,7515,13,7,334,0,0,1,630,11,13,2567,5713
5835,331,1,1,357,1293,894,11,0,0,0,1,9355,21,2,191,0,0,0,0,0,0,0,0
5836,418,0,0,0,198,445,3,0,0,0,2,2509,32,15,0,0,0,150,1180,3,0,0,12848
5837,328,2,1512,1492,1296,212,9,0,0,0,3,4201,12,0,213,1022,753,1784,447,10,0,0,216
5838,517,0,0,0,1195,919,3,0,0,0,3,5368,10,5,460,0,0,1206,1186,3,0,0,9012
5839,519,3,241,505,1,970,11,0,0,0,2,1032,9,4,0,241,1017,457,991,10,0,0,63
5840,328,1,2108,1017,1297,909,5,0,0,0,6,4035,19,0,0,0,0,1205,970,11,0,0,12113
5841,418,0,0,0,1457,1163,10,0,0,0,2,10281,29,14,722,0,0,1205,1211,10,0,0,5676
5842,519,1,241,136,1296,919,3,0,0,0,1,4318,3,11,0,0,0,1296,154,10,0,0,0
5843,418,1,1036,1864,1830,655,11,0,0,0,2,8610,24,5,532,0,0,1296,225,10,0,0,6876
5844,516,0,0,0,1,590,10,0,0,0,1,4156,19,6,0,0,0,1,442,3,0,0,0
5845,519,2,2300,1938,1296,474,10,3,1,133,2,5780,16,1,0,273,1739,1296,474,10,75,2571,9791
5846,328,0,0,0,1296,306,11,0,0,0,2,7189,14,4,0,0,0,1296,431,3,0,0,4984
5847,340,3,1523,1887,1296,904,10,3,734,2512,1,7530,5,6,336,575,1815,0,0,0,172,1953,0
5848,328,2,2102,4319,1297,396,11,0,0,0,2,6190,19,1,0,2341,1747,1205,683,3,0,0,12256
5849,340,3,552,2427,331,577,11,1,1,2052,2,2843,4,4,0,519,4347,361,969,10,0,0,3093
5850,519,3,165,1638,1297,514,11,0,0,0,0,0,9,5,0,1989,3203,288,396,11,0,0,0
5851,328,0,0,0,416,400,11,0,0,0,4,12613,15,6,0,0,0,0,0,0,0,0,227
5852,332,0,0,0,1476,1163,10,0,0,0,2,1961,42,5,440,0,0,1236,1163,10,0,0,1960
5853,328,0,0,0,1226,400,11,0,0,0,5,2095,11,13,0,0,0,1227,400,11,0,0,6351
5854,518,3,434,2656,1195,733,12,1,293,1329,3,5895,6,7,116,312,573,1195,624,9,0,0,10879
5855,517,2,543,3144,278,909,5,1,588,324,2,4217,4,8,0,2049,3444,447,1149,10,0,0,5489
5856,418,0,0,0,1296,1146,10,0,0,0,2,1462,16,2,722,0,0,0,0,0,0,0,7892
5857,412,1,76,1617,1183,577,11,2,705,1440,4,9774,1,1,0,0,0,1183,655,11,704,1430,2715
5858,328,0,0,0,1476,1163,10,0,0,0,5,7243,56,9,532,0,0,1630,1163,10,0,0,1938
5859,406,0,0,0,1297,482,9,0,0,0,2,10253,20,6,0,0,0,1296,376,11,0,0,6404
5860,331,0,0,0,1407,110,8,0,0,0,2,8755,17,10,196,0,0,1297,604,11,0,0,7229
5861,328,1,1,3974,1464,498,10,0,0,0,3,1660,33,12,614,0,0,38,644,10,0,0,11470
5862,328,0,0,0,1195,177,11,0,0,0,2,6161,13,7,0,0,0,1195,171,10,0,0,4144
5863,519,1,231,3057,1296,577,11,0,0,0,2,5384,6,1,0,0,0,1296,396,11,0,0,12969
5864,328,0,0,0,1296,550,12,0,0,0,3,10180,15,1,0,0,0,1296,1019,3,0,0,2772
5865,331,0,0,0,1921,980,11,2,1,2103,2,12654,20,0,0,0,0,1285,980,11,139,2118,11839
5866,335,0,0,0,1195,919,3,0,0,0,3,11552,18,0,571,0,0,1275,991,10,0,0,10125
5867,517,0,0,0,155,365,11,0,0,0,2,982,13,3,460,0,0,1437,954,10,0,0,4247
5868,516,2,2307,210,1297,380,3,0,0,0,3,7002,6,11,0,439,3954,1,154,10,0,0,1742
5869,418,0,0,0,1195,980,11,2,130,2123,3,13086,28,6,722,0,0,1297,980,11,130,2096,11654
5870,418,2,2358,297,1296,550,12,0,0,0,1,6682,69,2,220,2358,1031,352,510,10,0,0,0
5871,324,0,0,0,1275,365,11,0,0,0,3,8112,16,9,454,0,0,1275,276,10,0,0,10189
5872,418,1,1,741,1290,1146,10,0,0,0,2,8884,24,6,703,0,0,0,0,0,0,0,3864
5873,342,2,1578,2735,1348,306,11,0,0,0,3,373,29,9,0,257,1626,277,171,10,0,0,438
5874,516,0,0,0,1189,1182,8,0,0,0,1,4179,24,9,0,0,0,1189,447,10,0,0,0
5875,516,0,0,0,1857,958,11,0,0,0,5,8327,6,8,0,0,0,1296,958,11,0,0,1654
5876,516,6,1210,304,1204,88,8,0,0,0,18,2972,4,12,0,875,3793,2009,88,8,0,0,5385
5877,342,0,0,0,1296,1163,10,0,0,0,0,0,48,12,0,0,0,1296,897,8,0,0,0
5878,328,1,1,1453,721,548,11,0,0,0,2,6535,29,11,0,0,0,1232,548,11,0,0,12615
5879,418,2,1202,4189,1296,1147,10,3,256,2375,0,0,18,14,0,2108,4189,1,1147,10,1,2375,0
5880,418,0,0,0,1195,12,11,0,0,0,4,6613,13,2,0,0,0,273,12,11,0,0,11255
5881,331,0,0,0,1830,12,11,0,0,0,1,7438,23,0,189,0,0,0,0,0,0,0,0
5882,516,2,241,1288,1348,630,11,1,72,1859,2,4402,2,8,0,241,1024,1219,1012,8,0,0,9561
5883,418,0,0,0,1205,12,11,0,0,0,1,12199,33,8,704,0,0,1205,12,11,0,0,0
5884,328,0,0,0,1,970,11,1,606,2077,2,12855,4,0,614,0,0,0,0,0,0,0,6411
5885,412,1,432,3318,1296,306,11,0,0,0,3,7629,10,14,280,0,0,1296,630,11,0,0,10890
5886,328,1,1,963,1413,352,11,0,0,0,1,3196,6,0,0,0,0,0,0,0,0,0,0
5887,517,0,0,0,1204,976,3,1,453,432,3,7222,18,12,0,0,0,1204,878,12,0,0,2879
5888,519,0,0,0,248,1163,10,0,0,0,0,0,4,8,0,0,0,1194,204,3,0,0,0
5889,328,1,1,2016,1297,847,9,2,1,1800,3,1239,11,0,0,0,0,0,0,0,1,1791,8881
5890,519,0,0,0,1275,655,11,0,0,0,3,4987,3,10,0,0,0,1,655,11,0,0,6714
5891,516,1,249,1815,1296,901,10,0,0,0,2,10224,20,12,0,0,0,1296,352,11,0,0,2880
5892,519,0,0,0,1296,1163,10,1,259,2428,4,7909,8,5,0,0,0,1293,1163,10,0,0,5515
5893,328,0,0,0,1457,471,11,0,0,0,3,7190,14,15,0,0,0,1443,171,10,0,0,5802
5894,430,2,1621,219,380,837,3,0,0,0,0,0,0,9,0,2414,62,384,680,10,0,0,0
5895,517,4,1976,4348,1296,811,8,0,0,0,0,0,5,0,0,1284,2877,1296,763,12,0,0,0
5896,517,2,1102,1935,1457,510,10,0,0,0,1,5926,12,3,67,241,3357,1457,510,10,0,0,0
5897,418,1,1653,2077,209,948,11,0,0,0,3,6852,25,0,0,0,0,1296,1070,3,0,0,12302
5898,344,2,1519,2897,558,630,11,1,240,1393,0,0,8,10,312,41,2231,381,865,10,0,0,0
5899,519,1,1,2374,1296,212,9,0,0,0,2,9170,8,1,0,0,0,1240,212,9,0,0,8107
5900,519,0,0,0,1195,12,11,1,1,59,3,7475,10,5,0,0,0,764,12,11,0,0,7474
5901,340,3,1520,219,558,909,5,1,521,1970,0,0,3,19,0,807,3272,535,1007,10,0,0,0
5902,418,0,0,0,248,1163,10,0,0,0,2,6601,19,0,20,0,0,1205,1163,10,0,0,12482
5903,517,1,225,136,1275,847,9,0,0,0,3,5451,3,2,0,0,0,1275,1182,8,0,0,5834
5904,331,0,0,0,1226,655,11,0,0,0,2,12610,16,10,188,0,0,1227,590,10,0,0,10525
5905,412,2,1519,2880,1185,434,5,0,0,0,1,3497,8,0,334,1523,3622,1185,749,3,0,0,0
5906,412,3,1001,2949,381,142,12,1,630,682,0,0,4,1,0,118,2428,1008,295,12,0,0,0
5907,332,0,0,0,1226,680,10,0,0,0,3,5367,12,5,0,0,0,1227,680,10,0,0,8530
5908,418,1,1203,4514,1195,471,11,0,0,0,3,6914,45,8,23,0,0,1266,513,3,0,0,1281
5909,340,1,1,2209,1055,177,11,1,686,564,3,1398,6,9,334,0,0,1236,177,11,0,0,12798
5910,516,2,241,1815,1296,514,11,0,0,0,2,7831,0,26,0,241,150,1880,644,10,0,0,9203
5911,518,0,0,0,1275,909,5,0,0,0,0,0,12,10,67,0,0,1275,909,5,0,0,0
5912,418,0,0,0,1902,434,5,0,0,0,3,9865,30,10,0,0,0,1234,956,10,0,0,805
5913,516,1,2312,136,417,177,11,0,0,0,4,8346,30,8,690,0,0,1296,581,11,0,0,7183
5914,517,0,0,0,1901,400,11,0,0,0,3,2871,23,24,0,0,0,894,400,11,0,0,10907
5915,340,3,2225,2577,867,855,10,4,711,1802,2,9521,8,3,0,1564,117,867,855,10,711,1739,8257
5916,418,1,2366,358,1296,171,10,0,0,0,3,11980,24,9,0,0,0,0,0,0,0,0,10936
5917,332,0,0,0,484,427,10,0,0,0,3,12068,19,7,293,0,0,1265,399,3,0,0,3246
