岗位ID,工作经历数量,社会经历数量,项目数量,技能数量,荣誉数量
342,3,0,3,13,10
331,1,0,3,16,4
328,2,0,2,15,9
418,0,0,2,2,3
516,2,0,0,21,0
519,1,0,1,21,0
328,1,0,1,4,12
518,0,0,1,19,6
516,1,0,3,5,0
418,1,0,1,9,7
519,1,0,3,4,13
418,0,2,2,44,14
328,0,0,2,17,5
328,0,0,4,7,8
517,1,0,1,4,13
324,0,0,5,13,10
517,0,0,5,22,15
328,0,0,3,15,12
412,5,5,0,8,38
516,2,0,0,8,0
418,0,0,3,25,14
328,1,0,3,19,14
418,1,0,3,30,13
418,1,0,0,25,4
328,0,0,1,8,12
328,0,0,2,26,5
417,0,1,0,12,0
519,1,0,3,32,9
418,2,0,3,36,7
516,1,1,4,6,7
418,0,0,3,23,1
340,2,0,1,15,0
517,0,0,3,4,14
328,0,0,4,20,6
516,0,0,3,8,11
519,1,0,3,11,23
328,0,0,2,32,3
328,1,0,1,10,4
328,0,2,3,14,6
516,2,0,2,0,9
332,1,0,2,16,11
412,0,2,0,9,20
324,1,0,3,24,16
519,1,0,3,0,19
328,0,0,3,29,16
347,2,0,8,0,6
519,0,0,5,28,2
519,0,0,2,16,16
328,0,0,1,33,9
418,2,0,1,21,6
328,0,0,2,27,0
516,1,0,2,24,4
328,0,0,2,13,10
519,0,0,5,35,12
519,1,0,2,5,4
519,1,0,5,7,1
406,0,0,3,0,17
517,1,0,4,0,18
517,1,3,3,6,18
517,2,0,2,4,8
519,0,0,5,9,1
328,2,1,3,13,43
332,1,0,2,43,3
418,1,0,2,29,2
328,1,0,1,10,1
340,2,0,4,5,6
519,0,0,4,0,4
517,0,2,5,5,12
412,3,2,0,1,0
412,1,0,3,6,17
406,0,0,4,15,0
516,1,0,2,3,4
519,1,0,3,8,3
517,0,0,4,13,2
430,2,1,1,2,5
331,0,0,3,14,6
517,2,0,1,4,8
517,0,0,3,5,19
335,2,0,4,30,21
331,0,0,2,53,7
328,1,0,1,29,4
518,0,0,1,12,0
328,0,2,3,17,4
516,1,0,2,3,9
328,0,0,3,6,3
418,0,0,2,23,17
517,1,0,3,13,6
519,0,0,3,10,13
328,0,1,2,23,9
519,1,0,2,15,8
328,0,0,2,18,9
519,0,0,3,13,0
344,2,0,0,0,0
516,1,2,4,54,4
519,1,0,0,8,15
417,3,2,3,5,11
517,0,0,0,12,6
418,0,0,2,22,4
342,0,0,2,24,8
427,2,2,0,1,6
519,1,0,2,14,14
418,0,2,3,41,9
519,0,0,8,16,8
328,0,0,4,6,2
418,0,0,2,30,9
328,1,0,1,17,8
342,2,0,4,30,0
418,2,0,2,37,12
519,2,1,2,13,10
430,2,3,0,0,3
418,0,0,3,28,4
517,0,0,3,22,11
331,0,0,2,19,7
418,0,1,2,9,10
517,1,0,9,31,10
418,0,0,4,22,9
418,0,0,2,52,0
331,1,0,3,15,8
519,1,0,4,4,18
418,0,0,3,26,3
418,0,0,2,45,2
342,0,0,2,12,0
517,0,0,1,19,2
519,0,0,3,33,17
516,2,0,2,25,0
418,1,0,3,26,9
516,2,0,7,0,15
517,1,0,0,12,9
328,0,0,3,46,13
418,0,0,2,16,16
324,0,0,3,14,10
517,2,0,2,11,12
518,0,0,3,30,5
517,1,0,2,10,9
331,1,0,2,19,5
418,1,1,4,23,10
331,2,0,3,17,5
418,1,0,2,38,2
412,3,0,0,0,0
519,3,1,5,27,11
418,1,0,3,16,5
417,2,0,2,18,10
342,0,0,2,15,3
516,0,0,1,2,14
418,0,0,2,17,4
328,1,0,2,51,7
516,0,2,0,7,4
328,2,0,1,25,4
516,0,0,4,22,12
430,2,1,1,7,0
516,0,0,5,8,10
328,0,0,2,24,0
517,1,0,2,7,7
418,1,0,2,26,0
418,0,0,3,23,4
418,0,0,2,30,12
328,0,0,2,10,2
418,0,0,2,15,7
324,0,0,2,0,0
328,0,0,3,28,4
324,1,0,2,3,15
328,0,0,2,10,4
518,0,0,3,19,0
417,1,6,3,3,12
519,0,0,5,6,7
418,0,0,3,23,10
328,0,0,0,5,34
342,2,0,0,12,2
328,0,0,3,5,0
418,0,0,3,22,0
519,0,0,1,7,13
331,0,0,1,7,12
418,0,0,1,21,10
326,0,1,3,25,8
328,1,0,3,59,11
324,0,0,3,14,7
406,0,0,1,20,0
331,1,0,2,16,6
331,1,0,1,23,3
516,1,0,2,0,7
331,0,0,4,21,0
418,1,0,3,35,6
328,0,0,2,33,0
328,0,0,2,48,0
328,1,0,2,25,3
519,1,0,3,18,8
328,0,0,2,18,6
418,1,0,3,42,16
516,2,0,0,7,17
519,0,0,3,21,10
331,1,0,1,23,0
516,0,0,1,9,6
328,1,1,2,19,6
331,0,0,2,26,0
326,0,0,2,4,3
518,1,1,3,5,15
519,3,0,0,4,7
519,2,0,3,14,8
412,2,0,0,6,0
418,0,1,5,42,0
342,1,0,0,23,5
418,0,0,4,47,16
516,1,0,4,6,15
517,1,0,3,3,13
340,2,1,1,5,7
418,0,0,2,23,0
328,0,0,2,29,2
418,0,0,3,10,27
517,0,0,2,8,10
342,5,4,2,33,7
418,0,0,2,14,10
517,0,0,4,14,11
332,0,0,3,39,11
342,1,0,2,18,6
519,5,0,1,2,7
342,0,0,0,54,9
328,0,0,2,11,25
342,2,0,2,23,9
517,2,1,2,3,3
519,1,0,6,2,9
418,0,0,4,23,24
418,1,0,1,13,4
328,2,0,3,35,19
519,0,0,4,41,15
516,0,0,3,8,4
406,3,0,0,14,11
412,3,4,0,0,8
418,0,0,1,14,2
417,3,0,4,5,9
412,0,4,0,6,7
340,3,1,0,5,10
328,0,0,2,27,2
418,1,0,1,28,0
331,1,0,1,21,4
328,0,0,1,23,3
328,1,0,5,9,10
516,0,1,1,0,6
418,0,0,3,11,8
406,2,0,1,12,13
418,2,0,2,29,12
412,3,2,2,0,7
517,4,0,2,21,14
418,1,0,0,39,0
328,0,0,4,5,6
430,0,1,3,0,2
418,0,0,1,12,2
418,1,0,1,47,7
418,3,0,0,57,5
516,2,0,2,0,9
517,3,0,2,10,0
418,0,2,4,23,22
418,0,0,3,9,16
328,2,0,4,34,12
412,1,0,0,9,0
328,0,0,2,42,21
418,1,0,2,44,8
418,0,0,3,13,2
328,1,0,2,24,6
412,0,2,0,13,6
344,4,0,1,0,3
412,2,3,0,3,8
418,0,0,5,17,2
519,2,0,2,18,6
519,2,0,4,7,7
517,2,0,4,22,2
328,1,2,1,7,8
326,1,0,3,46,15
418,0,0,2,46,11
418,0,0,0,0,0
516,2,0,1,26,6
332,0,1,6,13,7
417,3,0,1,7,5
516,2,0,1,0,16
331,1,0,1,9,8
430,2,1,1,15,4
418,0,0,3,28,18
418,0,0,1,17,0
328,0,0,2,26,4
516,2,0,0,8,0
418,1,0,1,31,4
519,1,1,4,22,4
519,1,0,4,6,3
417,1,0,1,9,0
418,1,0,0,54,3
412,3,0,2,9,0
519,2,0,3,11,21
517,0,0,10,9,7
328,0,0,2,37,2
418,0,0,2,2,0
519,1,0,2,0,5
344,1,2,1,7,9
516,1,0,4,8,2
516,1,0,2,0,20
328,0,0,0,9,4
519,1,0,4,4,7
331,1,0,1,26,0
418,0,0,2,20,8
517,0,0,3,5,16
418,1,0,3,29,11
517,2,3,0,0,16
418,3,0,4,45,0
418,0,3,2,25,8
328,0,0,3,28,7
331,0,0,2,40,4
412,0,1,0,11,0
516,0,0,4,14,15
342,2,0,3,10,0
516,2,0,2,6,17
331,0,0,1,16,0
328,0,0,2,23,4
328,0,0,1,10,3
418,1,1,2,25,5
331,2,0,2,13,5
342,1,0,2,7,0
418,1,0,2,21,2
519,0,0,3,12,20
418,0,0,2,11,10
516,1,0,1,8,10
340,3,1,1,10,7
342,2,0,2,3,4
331,0,0,5,17,4
418,1,1,2,51,9
516,0,0,6,2,13
516,0,0,3,3,20
430,4,1,3,3,14
516,2,1,2,12,4
418,1,0,3,13,7
516,0,1,3,37,28
519,1,0,2,4,3
519,3,0,3,6,12
517,2,0,1,20,1
328,0,0,2,20,7
418,0,0,2,28,7
519,0,4,5,4,15
412,1,1,1,40,2
418,0,0,2,22,0
331,1,0,2,5,3
328,1,0,2,30,5
418,1,0,2,18,6
328,0,0,0,7,0
328,1,0,2,28,5
328,0,0,0,16,14
331,1,1,1,17,10
518,0,0,0,14,3
418,0,0,2,23,12
328,0,2,4,38,4
344,3,1,2,3,6
328,0,0,3,28,16
516,1,2,3,12,0
418,1,0,0,14,5
516,1,0,5,15,0
516,1,0,0,10,12
519,4,0,3,2,13
326,2,1,4,9,4
516,1,1,2,10,21
340,2,3,0,7,0
412,4,3,0,17,0
519,1,0,4,6,5
516,1,0,3,15,12
340,2,2,1,6,0
516,2,0,3,5,8
328,0,0,3,2,4
347,4,0,6,11,14
418,0,0,2,11,20
418,1,0,2,12,8
328,0,0,2,35,6
412,3,2,1,6,4
418,0,0,4,18,15
519,1,0,3,3,6
519,0,0,1,24,12
519,0,0,2,9,8
326,1,0,3,5,9
342,0,0,0,13,7
340,1,0,2,27,0
430,2,3,0,6,20
516,4,0,1,5,5
412,3,1,0,5,0
517,4,0,0,17,7
519,3,0,0,0,6
418,0,0,5,0,0
418,0,0,4,26,10
519,1,0,5,0,13
342,3,1,5,0,14
328,1,0,2,36,9
412,5,1,0,12,4
516,0,0,2,14,6
331,1,0,1,38,10
516,3,0,0,0,14
516,1,0,0,16,6
418,0,0,2,34,0
519,1,0,2,2,5
516,2,0,3,0,9
430,2,0,0,6,3
519,3,1,2,18,9
347,2,0,6,6,6
344,5,0,0,6,0
516,0,0,0,14,9
418,1,0,1,45,7
516,1,0,3,7,0
418,1,0,1,24,2
328,2,0,1,10,5
430,3,3,0,2,11
427,1,2,1,5,3
328,1,0,3,25,0
430,3,0,0,5,10
516,1,0,2,0,8
517,0,0,2,3,10
328,0,0,2,34,4
331,0,0,2,7,7
519,3,0,8,20,42
418,1,0,0,11,8
328,1,0,2,10,6
418,1,0,2,19,10
430,3,1,2,9,8
332,0,1,4,7,4
417,3,0,4,0,0
516,0,0,2,6,6
412,3,1,0,4,11
519,1,2,1,0,14
519,1,0,3,6,8
418,0,0,3,19,2
517,0,0,3,9,10
418,1,0,2,31,7
418,0,0,3,31,12
412,1,0,0,1,0
340,2,0,4,3,8
342,0,0,2,26,0
418,1,0,1,38,0
519,1,0,1,11,9
347,3,0,0,8,2
342,0,0,2,21,2
412,1,3,2,19,0
328,0,0,1,28,0
519,0,0,2,6,2
418,0,0,3,7,16
340,2,1,0,7,7
418,0,2,2,25,9
519,0,0,3,20,9
519,1,2,3,9,0
418,0,0,2,27,4
328,0,0,1,41,3
328,1,0,3,4,7
418,1,0,2,27,6
418,0,0,3,32,6
516,0,0,5,8,10
516,1,0,4,6,0
417,3,2,0,4,0
418,0,0,4,28,11
331,1,0,2,16,15
328,0,0,3,1,17
418,0,0,3,28,14
331,0,0,2,37,13
516,2,0,2,25,0
328,1,0,2,20,4
328,1,1,2,18,2
342,0,0,1,21,13
331,0,0,2,37,15
328,2,2,5,33,0
331,1,0,3,34,4
328,0,1,2,21,6
517,1,0,5,18,4
418,0,0,3,13,2
417,5,3,0,11,2
519,2,0,2,8,12
519,0,0,4,22,8
418,2,0,3,7,7
344,5,1,3,7,0
328,0,0,3,17,8
516,1,0,4,7,7
418,0,0,3,4,15
519,0,0,3,7,6
517,4,0,1,29,0
412,0,3,2,2,3
418,0,0,3,5,4
328,1,0,3,43,6
517,0,0,5,15,14
430,3,2,1,3,11
328,0,0,3,10,18
331,0,0,2,5,5
519,2,0,2,21,0
516,0,0,1,12,4
328,1,0,3,28,5
519,2,0,3,3,11
518,0,0,2,14,10
519,2,0,0,8,0
517,1,0,1,19,4
417,2,1,1,17,0
418,1,0,1,23,6
418,0,0,2,22,8
418,2,0,0,3,6
331,0,0,3,18,13
418,0,0,2,16,6
331,2,0,4,18,0
519,0,0,4,8,16
328,0,0,2,43,3
519,1,0,4,2,0
418,0,0,2,51,2
516,1,0,1,45,7
518,0,0,2,12,16
418,1,0,2,66,6
516,2,0,0,4,15
328,1,0,0,8,19
331,1,0,1,21,6
412,2,0,0,11,4
418,1,0,3,38,4
418,1,0,1,15,5
430,2,3,4,2,7
418,0,0,2,39,8
331,1,0,5,15,3
519,0,0,7,5,2
519,1,0,2,7,7
347,3,2,2,9,8
418,1,0,2,13,6
418,0,0,1,69,3
430,2,2,0,24,6
418,0,0,3,11,4
418,2,2,2,4,2
519,1,0,2,20,9
517,2,0,1,9,9
418,1,0,4,23,9
328,2,0,2,12,15
519,1,0,2,0,5
418,1,0,2,23,12
328,0,0,3,8,7
517,5,0,2,11,0
418,0,0,3,22,8
418,0,0,2,20,13
418,0,0,3,44,10
412,1,2,1,0,0
417,2,0,0,17,8
418,0,0,2,22,1
516,2,0,3,19,6
418,0,0,1,15,13
517,0,0,3,6,0
516,1,0,3,6,10
418,0,0,2,9,0
519,0,0,4,0,15
412,3,2,0,0,13
328,2,0,1,1,0
347,3,0,2,19,11
412,2,1,1,13,12
516,1,0,1,9,13
516,1,0,3,35,1
519,1,0,3,0,6
430,1,2,3,3,4
418,0,0,2,15,8
516,2,1,5,12,45
328,0,0,3,6,2
328,2,0,4,22,11
328,2,0,0,17,3
519,1,2,2,8,18
430,1,2,0,15,4
331,0,0,2,33,10
517,0,0,4,20,2
418,0,0,1,56,0
328,1,1,3,26,0
340,5,3,1,16,16
331,1,0,2,26,0
418,1,0,2,26,0
328,1,0,1,9,4
418,1,0,2,13,4
328,0,1,4,8,8
328,0,0,2,14,12
412,0,3,0,14,2
344,3,0,2,7,16
516,2,0,2,0,18
418,0,0,3,33,18
516,1,0,0,9,10
418,0,0,2,2,0
516,1,0,1,12,8
518,2,1,2,7,11
517,2,0,0,8,4
340,0,0,0,22,0
516,0,0,3,7,8
519,1,0,0,22,6
326,0,0,1,5,8
516,0,0,2,11,6
517,1,0,3,19,7
516,1,0,3,5,0
342,0,0,1,17,0
328,0,0,2,20,9
328,0,0,5,6,4
342,0,0,4,10,0
427,3,2,1,4,12
430,4,3,0,3,10
517,1,0,2,9,0
517,0,0,3,5,3
328,0,0,2,13,8
342,2,0,2,4,0
418,1,0,3,28,0
418,0,0,2,31,9
516,1,0,3,9,6
328,0,0,2,14,9
328,2,0,1,19,3
430,2,0,3,15,0
418,0,3,2,25,21
328,1,0,0,11,0
516,2,0,1,12,4
328,1,0,3,32,5
516,2,0,1,0,4
418,0,0,1,36,0
516,0,0,0,7,4
328,1,0,1,38,0
418,0,0,3,52,7
516,3,0,0,0,6
418,0,0,4,24,11
430,1,1,1,4,14
328,0,0,3,27,6
517,2,0,0,23,12
418,0,0,3,10,0
342,2,2,0,25,3
519,0,0,3,0,0
519,0,1,3,18,9
324,0,0,2,33,9
418,1,0,1,26,12
417,0,0,0,12,0
342,2,0,3,14,6
412,3,2,0,5,0
328,1,0,4,8,3
331,2,0,1,42,9
418,0,0,3,21,10
328,1,0,3,10,15
519,1,0,2,2,4
418,1,0,3,38,9
412,0,0,0,4,9
430,3,0,1,5,4
406,1,0,1,3,10
328,1,0,1,18,0
430,2,1,3,3,10
417,0,0,0,16,11
328,1,0,2,19,8
331,0,0,3,7,12
324,2,0,4,46,15
331,0,0,1,34,4
344,3,0,3,10,4
328,0,0,2,23,6
331,0,2,2,34,7
519,0,0,3,12,2
332,0,0,3,9,10
412,3,0,1,0,7
516,2,1,2,2,8
328,0,0,1,39,0
519,1,0,0,10,6
328,0,0,2,12,8
516,1,0,0,3,6
347,2,0,3,6,16
418,0,0,2,21,10
331,0,3,2,25,8
331,2,2,2,11,9
418,0,0,2,21,7
519,0,0,2,9,13
342,0,0,1,60,7
519,1,0,0,14,4
328,0,0,1,17,9
418,1,0,3,24,5
517,1,1,3,15,10
418,0,0,1,52,0
418,1,0,1,62,6
418,0,0,3,46,10
328,0,0,2,15,10
412,3,3,0,2,0
418,0,1,2,17,13
519,0,0,4,6,10
417,1,2,0,16,17
516,0,3,2,17,16
328,0,0,2,63,0
517,1,0,2,7,7
418,2,0,2,10,0
519,0,3,4,16,25
412,3,2,0,7,4
328,0,0,2,27,4
326,0,0,2,34,16
517,2,0,3,32,7
328,0,0,3,57,9
519,0,0,1,17,7
418,0,1,3,5,9
328,1,0,2,21,2
516,3,0,3,6,6
418,0,0,2,47,0
342,1,0,0,26,11
418,0,0,2,24,9
418,0,0,3,18,13
519,0,0,1,17,10
418,0,0,4,43,13
417,3,0,1,11,0
340,5,0,2,7,4
418,0,0,2,18,19
516,0,0,0,0,2
518,1,0,1,3,10
516,0,0,1,19,7
331,1,0,5,12,4
328,0,0,3,18,0
517,1,0,1,23,0
328,3,0,2,13,6
518,0,0,1,13,0
332,2,1,0,59,10
342,2,0,4,23,2
519,0,0,4,4,4
331,0,0,3,22,3
412,3,2,4,14,6
328,0,1,2,29,4
418,0,0,3,41,2
328,2,0,2,19,8
412,3,0,0,8,3
418,0,0,2,19,14
328,0,0,3,23,3
418,1,0,5,13,7
519,1,0,3,9,5
418,0,0,2,29,4
519,3,0,2,10,0
328,0,0,2,16,6
406,0,0,2,21,13
418,0,3,2,26,6
418,0,0,3,26,7
418,0,0,2,23,12
417,3,2,1,5,15
418,0,0,2,30,8
418,0,0,6,29,16
340,3,0,2,8,10
406,0,5,2,10,1
418,0,0,0,33,4
331,0,0,3,30,13
418,3,0,3,17,0
417,1,0,1,11,9
519,0,0,3,5,7
331,1,0,2,20,7
418,0,0,3,40,16
331,1,0,2,29,0
328,0,0,4,3,26
412,3,1,0,4,5
519,0,0,0,0,11
418,0,0,4,25,2
518,1,3,3,58,22
417,2,1,2,5,2
340,4,1,4,9,5
517,0,2,3,12,20
418,1,0,2,14,2
519,2,0,3,5,20
328,0,0,2,8,1
519,0,0,4,7,2
418,0,0,0,45,6
427,3,4,0,6,14
328,0,1,2,26,0
430,4,0,0,6,12
418,1,0,2,11,4
417,3,1,1,15,2
418,0,0,2,22,7
516,4,0,3,17,14
331,1,0,2,21,3
516,0,2,3,23,6
328,0,0,0,21,17
328,0,0,2,27,0
418,1,0,1,29,6
516,1,2,4,54,4
519,3,0,2,10,11
344,3,0,1,6,8
412,2,0,0,11,6
418,0,0,4,39,7
340,3,0,4,19,16
516,0,0,3,0,5
418,0,0,1,19,7
412,4,1,0,5,8
328,0,0,4,10,9
418,0,0,1,23,14
516,2,0,3,0,4
519,0,0,2,17,24
418,1,0,2,0,8
517,0,0,1,14,8
412,3,0,1,3,0
328,0,0,2,9,12
418,0,0,2,28,11
328,0,0,3,22,7
328,0,0,2,9,12
430,2,0,0,0,2
519,1,0,2,0,5
324,0,0,3,17,14
328,0,0,2,8,12
418,1,2,7,9,14
516,1,0,1,19,18
324,0,0,1,25,6
418,0,0,3,61,6
328,0,0,3,12,0
519,2,0,3,10,0
418,0,0,4,18,7
328,1,0,4,0,3
328,0,0,1,28,0
328,1,0,5,10,12
344,4,1,2,12,2
418,0,0,2,16,7
517,3,2,7,2,12
516,5,0,0,8,4
519,0,0,0,5,8
412,2,0,0,10,1
517,2,0,3,41,0
418,0,0,1,1,8
519,1,1,3,8,8
328,0,0,4,29,11
332,0,0,2,43,15
516,3,0,1,8,3
519,1,0,3,11,6
518,1,0,4,12,9
328,1,0,2,6,4
412,2,0,0,4,8
519,1,0,2,0,4
519,0,0,2,4,4
328,0,0,3,0,15
328,1,0,2,0,0
418,0,0,2,15,11
518,0,0,0,15,6
328,0,0,3,25,7
418,0,0,1,1,12
519,0,1,4,3,1
328,2,0,3,13,4
519,0,0,6,40,0
517,2,0,2,14,13
418,1,0,1,40,6
342,0,0,6,31,0
418,1,2,1,22,12
417,1,0,0,13,10
519,0,0,0,0,1
516,0,1,3,10,0
519,0,0,1,11,0
516,0,0,4,0,7
516,1,0,2,22,13
326,0,0,5,10,11
342,3,1,2,9,20
418,1,0,2,18,12
418,0,0,2,11,0
328,0,0,2,3,5
516,1,0,3,12,2
328,0,0,2,39,11
516,3,0,3,6,4
519,2,0,2,3,2
519,0,0,4,35,0
519,2,0,3,9,5
328,0,0,7,10,7
331,0,0,2,19,0
326,0,0,3,25,4
331,1,0,1,14,10
412,2,0,2,1,2
328,0,0,2,7,12
331,1,0,1,10,4
418,2,0,2,56,0
417,3,2,0,3,8
328,1,1,2,4,7
412,1,0,0,10,0
412,1,0,2,10,8
516,1,0,3,4,8
519,0,0,4,11,8
331,0,1,2,27,7
328,0,0,3,24,2
331,0,0,2,22,0
517,3,0,0,18,5
328,0,0,3,21,14
328,1,0,2,29,3
517,0,4,3,44,15
418,1,0,2,38,13
328,1,0,3,14,7
328,0,0,2,12,8
331,1,1,1,12,0
328,2,0,2,25,16
332,1,0,4,20,24
418,0,0,1,29,7
328,0,0,1,18,2
328,1,2,3,31,21
332,0,0,1,29,4
418,0,1,3,38,6
519,2,0,4,2,8
519,1,0,6,0,0
519,0,0,4,14,27
418,1,0,0,19,4
516,1,0,0,6,10
340,1,0,1,11,6
517,0,0,0,0,1
516,2,0,3,17,30
518,1,0,1,8,11
430,4,2,0,7,3
519,0,0,1,0,1
430,5,6,3,8,39
412,0,3,1,20,6
324,1,0,2,11,5
331,0,0,2,13,0
418,2,4,1,8,6
342,1,0,1,21,0
517,2,0,2,14,3
328,0,0,2,6,0
418,0,0,2,34,0
418,0,0,2,18,8
331,0,2,1,15,0
406,0,0,4,30,12
518,0,0,2,15,14
418,0,0,2,32,2
519,1,1,4,6,7
342,1,0,0,6,3
418,0,0,3,40,13
412,2,0,0,3,4
519,2,0,0,0,6
519,2,0,3,0,9
418,0,0,0,47,4
519,1,0,0,0,27
328,2,0,2,5,0
328,0,0,3,44,12
418,2,0,2,39,10
417,1,0,1,2,2
331,0,0,3,8,0
519,0,0,3,17,5
418,0,0,2,27,0
418,1,0,3,30,7
418,1,0,3,5,1
516,2,0,3,22,6
430,2,4,2,4,9
328,0,0,3,9,14
328,1,0,2,23,6
519,3,0,0,6,4
331,0,0,2,25,0
331,0,2,1,19,5
418,0,0,2,22,7
328,0,0,3,11,2
328,1,0,3,10,0
519,1,1,3,5,6
328,0,1,2,3,4
517,0,0,4,20,13
516,1,3,0,7,2
418,0,0,2,19,10
328,2,0,1,9,0
328,0,0,2,24,2
519,0,1,0,17,8
328,0,0,2,29,5
342,1,0,5,12,20
517,1,0,1,11,5
516,1,0,2,2,11
427,1,0,0,6,11
518,0,0,2,8,4
418,1,0,2,27,10
331,0,0,3,17,9
517,0,0,0,14,16
418,0,0,1,23,18
517,0,0,2,7,14
516,1,0,3,15,10
328,2,1,3,7,0
412,3,3,0,7,12
335,0,2,3,22,6
516,2,1,2,4,25
328,0,0,3,28,0
516,2,0,1,0,22
328,1,0,1,7,4
519,1,0,1,19,11
412,2,1,0,6,5
331,0,2,2,18,0
331,0,1,2,14,7
331,2,0,0,37,12
516,0,0,2,6,6
418,0,4,1,43,6
430,3,0,1,5,10
328,1,1,2,16,3
340,5,0,1,7,0
519,0,0,4,5,15
412,1,0,0,12,1
412,1,3,0,10,16
331,0,0,3,25,5
328,0,0,2,8,5
418,0,0,0,18,0
517,3,0,2,12,11
418,2,0,7,31,6
418,1,0,2,26,6
344,3,0,0,6,0
517,0,0,0,12,8
518,0,0,4,13,39
331,0,0,14,51,0
417,1,4,0,14,0
418,2,0,2,39,4
519,0,3,0,53,30
417,3,3,2,8,9
418,2,0,1,9,10
519,1,0,4,31,5
418,0,0,2,29,7
331,0,0,3,9,0
418,2,0,3,2,9
430,3,2,0,6,1
516,0,0,3,4,7
328,1,0,2,12,7
418,0,0,2,15,4
328,0,0,3,49,13
412,5,0,2,8,2
412,1,2,2,8,10
328,1,0,2,53,0
519,1,0,2,4,6
519,0,0,6,0,6
340,4,2,0,6,25
516,2,0,3,5,4
517,1,0,0,5,2
516,2,0,1,17,0
412,2,2,0,7,6
519,1,0,2,7,0
519,1,0,2,10,19
430,1,1,5,11,5
519,2,0,1,10,5
328,1,0,2,4,10
518,1,0,1,17,0
342,0,0,3,7,6
412,5,3,0,4,15
517,3,0,1,22,0
517,0,0,3,11,23
326,0,0,3,49,18
418,1,0,0,21,6
418,0,0,2,19,4
328,0,2,1,32,3
418,0,0,3,33,14
516,1,0,0,0,3
412,4,0,0,2,14
517,2,0,2,10,12
518,2,0,2,8,10
418,1,0,2,3,4
418,0,0,1,45,2
418,1,0,2,43,6
517,3,0,0,8,20
418,0,0,3,34,9
412,3,0,1,3,3
412,5,0,1,4,5
519,1,0,0,8,8
342,0,0,1,26,6
412,2,2,0,19,7
418,3,2,2,11,8
412,3,0,0,13,8
516,0,0,0,10,12
328,2,0,1,14,0
412,4,3,2,11,4
331,1,1,2,30,8
418,1,0,2,25,2
328,0,0,2,19,4
519,0,0,2,17,18
418,0,0,3,20,2
519,0,1,2,30,6
328,0,0,3,9,6
328,1,0,0,13,4
417,6,6,0,3,24
331,0,0,3,31,3
519,2,0,2,6,11
516,0,0,1,18,5
518,1,0,1,7,7
331,1,0,2,36,0
328,0,0,2,30,16
430,2,4,0,1,9
517,0,0,4,1,6
328,2,0,1,18,10
347,1,0,6,19,10
517,0,1,2,25,0
516,2,0,0,10,15
340,2,0,4,6,0
347,4,0,0,27,26
519,1,0,4,7,4
519,2,0,3,23,5
517,1,0,5,28,7
340,2,2,0,11,12
518,1,0,3,22,10
331,0,0,1,30,17
342,2,0,2,18,6
328,0,1,2,21,16
517,1,0,1,27,10
328,0,0,2,22,5
328,1,0,2,0,8
347,2,0,2,13,8
519,2,0,3,9,5
340,3,1,0,1,5
328,0,0,5,0,4
328,1,1,4,0,4
347,0,0,4,16,23
418,1,0,2,41,0
328,2,0,1,40,1
517,1,0,1,11,12
331,0,0,2,10,11
328,2,0,2,22,4
331,1,0,1,12,0
430,3,1,0,10,6
517,0,0,4,36,15
517,0,2,3,6,10
519,0,0,3,10,6
342,0,0,3,11,0
417,3,2,2,5,12
427,1,2,1,0,6
519,0,0,3,12,2
326,0,0,0,10,21
417,2,0,1,3,0
328,2,2,1,35,12
331,0,0,3,30,4
347,5,0,0,0,32
516,1,2,0,7,6
328,0,0,4,11,19
418,2,0,1,17,0
516,3,0,0,12,1
519,1,0,1,10,12
328,0,0,2,34,14
328,0,0,2,27,4
418,1,0,2,21,5
518,1,0,2,6,0
331,1,2,3,17,10
516,0,0,5,9,0
328,0,0,3,49,8
328,1,0,1,3,4
326,0,0,1,11,0
328,1,0,2,21,4
412,1,1,1,9,3
328,0,4,3,10,6
347,1,1,0,8,2
331,2,2,3,20,5
331,1,0,3,13,4
516,1,0,3,5,4
418,0,0,3,28,4
324,0,0,2,18,0
516,2,0,2,6,0
518,1,0,4,12,9
328,0,0,1,20,0
418,0,0,2,33,5
328,0,0,0,13,0
517,0,0,3,7,9
332,0,0,2,26,9
417,5,2,1,9,12
516,2,0,5,0,13
418,1,0,2,27,10
516,2,3,8,0,19
517,0,0,3,5,7
516,1,0,3,12,0
516,1,1,1,17,17
519,0,0,4,0,6
412,2,1,1,5,2
412,5,0,1,9,5
427,0,3,2,10,2
328,0,0,0,12,15
418,0,0,3,17,0
418,1,0,4,15,8
331,0,2,8,17,3
418,0,0,3,21,5
418,0,0,0,24,4
418,0,0,2,32,4
326,0,0,2,29,10
516,2,0,3,6,0
418,1,0,2,34,9
328,0,0,1,18,0
328,1,0,0,13,0
517,0,0,1,28,7
412,0,3,0,1,3
517,3,0,21,15,44
516,2,0,4,27,12
328,0,0,4,27,0
418,0,0,2,25,5
412,1,0,5,29,5
412,4,1,1,6,10
328,0,0,2,33,9
517,1,0,2,21,4
328,0,0,1,15,13
332,1,0,4,58,7
328,1,0,3,17,5
418,1,0,2,17,8
418,0,0,2,35,5
417,2,0,0,9,2
418,0,0,5,15,8
328,0,0,2,20,9
518,1,0,1,19,4
418,0,0,2,31,14
418,0,0,5,43,14
418,0,0,2,21,7
332,0,0,2,27,9
418,0,0,2,11,11
